salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,positionId,shiftTypeId
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018216,248025,141399,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018217,265346,141399,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83046.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018314,247107,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018315,247108,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018316,247115,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018317,247122,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018318,247128,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018319,247129,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018320,247130,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018321,247131,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018322,248029,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
62.325,2026-01-27T10:00:00,2026-01-27T14:30:00,[],[],16018323,265022,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:04:30,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018325,265759,141400,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83215.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018088,247096,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018089,247102,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018090,247103,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018091,247126,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018092,249006,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018093,249060,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018094,250230,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82067.0,
96.95,2026-01-27T10:00:00,2026-01-27T17:00:00,[],[],16018644,247080,141401,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018234,247125,141402,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83223.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018236,265792,141402,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83223.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018373,265778,141402,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83223.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018486,265818,141402,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83223.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018487,247099,141402,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,83223.0,
135.0,2026-01-27T09:00:00,2026-01-27T18:00:00,[],[],16018054,265774,141403,2026-01-27,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,82065.0,
135.0,2026-01-27T09:00:00,2026-01-27T18:00:00,[],[],16018055,265793,141403,2026-01-27,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,82065.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018568,247074,141405,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018083,248842,141406,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82066.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018085,249007,141406,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018096,247076,141406,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82066.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018097,247117,141406,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82066.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018098,248249,141406,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82066.0,
110.8,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018101,264001,141406,2026-01-27,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,82066.0,
120.0,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018299,247140,141407,2026-01-27,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,54896,83221.0,
0.0,2026-01-27T09:00:00,2026-01-27T18:00:00,[],[],16018285,248506,141413,2026-01-27,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54896,83219.0,
113.6,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018084,247091,141415,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:00,54896,83222.0,
135.0,2026-01-27T09:00:00,2026-01-27T18:00:00,[],[],16018290,247075,141416,2026-01-27,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,83220.0,
113.6,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018190,247083,141417,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:00,54896,85100.0,
128.0,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018256,247105,141417,2026-01-27,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:08:00,54896,,
135.0,2026-01-27T09:00:00,2026-01-27T18:00:00,[],[],16018293,247135,141418,2026-01-27,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,84166.0,
135.0,2026-01-27T09:00:00,2026-01-27T18:00:00,[],[],16018294,247072,141418,2026-01-27,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,84166.0,
128.0,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018187,247141,141569,2026-01-27,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:08:00,54896,83224.0,
113.6,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018193,247067,141569,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:00,54896,83224.0,
113.6,2026-01-27T10:00:00,2026-01-27T18:00:00,[],[],16018195,247139,141569,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:00,54896,83224.0,
142.0,2026-01-27T08:00:00,2026-01-27T18:00:00,[],[],16018095,247137,141829,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:10:00,54896,84389.0,
144.0,2026-01-27T09:00:00,2026-01-27T18:00:00,[],[],16018255,247097,142270,2026-01-27,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:09:00,54896,,
0.0,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018002,247003,141397,2026-01-27,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:06:00,54895,,
0.0,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018001,263444,141398,2026-01-27,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:06:00,54895,,
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018016,265304,141401,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018017,264570,141401,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018019,265581,141401,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018020,265578,141401,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018024,265308,141402,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018026,265595,141402,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018032,265825,141402,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018021,265107,141406,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
83.1,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018023,264483,141406,2026-01-27,Training/ Off Site,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54895,,494010.0
90.0,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018006,265746,141418,2026-01-27,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:06:00,54895,,
85.2,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018651,247068,141569,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:06:00,54895,,
85.2,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018033,265592,142259,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:06:00,54895,,
85.2,2026-01-27T10:00:00,2026-01-27T16:00:00,[],[],16018034,264574,142259,2026-01-27,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:06:00,54895,,
