salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,shiftTypeId,positionId
96.95,2026-02-04T15:00:00,2026-02-04T22:00:00,[],[],16018492,265792,141402,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83223.0
135.0,2026-02-04T15:00:00,2026-02-05T00:00:00,[],[],16018521,265630,141403,2026-02-04,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,,82065.0
110.8,2026-02-04T12:00:00,2026-02-04T20:00:00,[],[],16018751,247117,141406,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,82066.0
110.8,2026-02-04T16:00:00,2026-02-05T00:00:00,[],[],16018752,249007,141406,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,82066.0
150.0,2026-02-04T10:00:00,2026-02-04T20:00:00,[],[],16018578,247140,141407,2026-02-04,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,54896,,83221.0
115.00000000000006,2026-02-04T08:10:00,2026-02-04T15:50:00,[],[],16018717,247075,141416,2026-02-04,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:40,54896,,83220.0
112.0,2026-02-04T10:00:00,2026-02-04T17:00:00,[],[],16018728,247105,141417,2026-02-04,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:07:00,54896,,
105.0,2026-02-04T17:00:00,2026-02-05T00:00:00,[],[],16019166,247072,141418,2026-02-04,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,54896,,84166.0
142.0,2026-02-04T15:00:00,2026-02-05T01:00:00,[],[],16018914,247067,141569,2026-02-04,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:10:00,54896,,83224.0
144.0,2026-02-04T09:00:00,2026-02-04T18:00:00,[],[],16018640,247097,142270,2026-02-04,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:09:00,54896,,
0.0,2026-02-04T09:00:00,2026-02-04T18:00:00,[],[],16018673,247003,141397,2026-02-04,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54895,,
0.0,2026-02-04T15:00:00,2026-02-05T00:45:00,[],[],16018676,263444,141398,2026-02-04,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:45,54895,,
103.875,2026-02-04T17:00:00,2026-02-05T00:30:00,[],[],16018689,265581,141401,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:30,54895,,
79.86833333333338,2026-02-04T11:30:00,2026-02-04T17:16:00,[],[],16019021,264570,141401,2026-02-04,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:46,54895,,
