salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,shiftTypeId,positionId
79.6375,2026-02-02T17:00:00,2026-02-02T22:45:00,[],[],16018742,247102,141401,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:45,54896,,
79.6375,2026-02-02T17:00:00,2026-02-02T22:45:00,[],[],16018743,247103,141401,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:45,54896,,
65.7875,2026-02-02T18:00:00,2026-02-02T22:45:00,[],[],16018744,250230,141401,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:04:45,54896,,
69.25,2026-02-02T17:00:00,2026-02-02T22:00:00,[],[],16018490,265792,141402,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,,83223.0
101.56666666666662,2026-02-02T12:45:00,2026-02-02T20:05:00,[],[],16018493,247125,141402,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:20,54896,,83223.0
135.0,2026-02-02T08:00:00,2026-02-02T17:00:00,[],[],16018508,265774,141403,2026-02-02,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,,82065.0
120.0,2026-02-02T15:00:00,2026-02-02T23:00:00,[],[],16018514,265793,141403,2026-02-02,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,54896,,82065.0
135.0,2026-02-02T08:00:00,2026-02-02T17:00:00,[],[],16018732,265630,141403,2026-02-02,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,,
114.2625,2026-02-02T08:00:00,2026-02-02T16:15:00,[],[],16018507,249007,141406,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:15,54896,,82066.0
92.33333333333339,2026-02-02T16:00:00,2026-02-02T22:40:00,[],[],16018741,247093,141406,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:40,54896,,
135.0,2026-02-02T11:00:00,2026-02-02T20:00:00,[],[],16018576,247140,141407,2026-02-02,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54896,,
85.2,2026-02-02T16:00:00,2026-02-02T22:00:00,[],[],16018738,247091,141415,2026-02-02,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:06:00,54896,,
67.45,2026-02-02T18:00:00,2026-02-02T22:45:00,[],[],16018933,248110,141415,2026-02-02,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:04:45,54896,,
112.0,2026-02-02T10:00:00,2026-02-02T17:00:00,[],[],16018726,247105,141417,2026-02-02,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:07:00,54896,,
113.6,2026-02-02T11:00:00,2026-02-02T19:00:00,[],[],16018903,247139,141569,2026-02-02,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:08:00,54896,,
144.0,2026-02-02T09:00:00,2026-02-02T18:00:00,[],[],16018638,247097,142270,2026-02-02,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:09:00,54896,,
0.0,2026-02-02T09:00:00,2026-02-02T18:00:00,[],[],16018669,247003,141397,2026-02-02,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54895,,
0.0,2026-02-02T19:30:00,2026-02-02T21:30:00,[],[],16019272,247003,141397,2026-02-02,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:02:00,54895,,
103.875,2026-02-02T15:00:00,2026-02-02T22:30:00,[],[],16018687,264570,141401,2026-02-02,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:30,54895,,
135.0,2026-02-02T09:00:00,2026-02-02T18:00:00,[],[],16018671,263405,141403,2026-02-02,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:00,54895,,
112.5,2026-02-02T15:00:00,2026-02-02T22:30:00,[],[],16018670,265746,141418,2026-02-02,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:30,54895,,
