salary,start,end,supplements,breaks,id,employeeId,employeeGroupId,date,salaryCode,wage,shiftDuration,departmentId,shiftTypeId,positionId
110.8,2026-02-05T12:00:00,2026-02-05T20:00:00,[],[],16018885,247136,141399,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83046.0
152.35,2026-02-05T14:00:00,2026-02-06T01:00:00,[],[],16018886,247118,141399,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:11:00,54896,,83046.0
138.5,2026-02-05T15:00:00,2026-02-06T01:00:00,[],[],16018887,248027,141399,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,,83046.0
96.95,2026-02-05T18:00:00,2026-02-06T01:00:00,[],[],16018888,248037,141399,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83046.0
96.95,2026-02-05T18:00:00,2026-02-06T01:00:00,[],[],16018916,265346,141399,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83046.0
110.8,2026-02-05T17:00:00,2026-02-06T01:00:00,[],[],16018917,248025,141399,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:00,54896,,83046.0
96.95,2026-02-05T13:00:00,2026-02-05T20:00:00,[],[],16018581,247129,141400,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
111.95416666666677,2026-02-05T12:00:00,2026-02-05T20:05:00,[],[],16018590,247107,141400,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:05,54896,,83215.0
96.95,2026-02-05T17:00:00,2026-02-06T00:00:00,[],[],16018604,265754,141400,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
193.9,2026-02-05T10:00:00,2026-02-06T00:00:00,[],[],16018612,247115,141400,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:14:00,54896,,83215.0
96.95,2026-02-05T17:00:00,2026-02-06T00:00:00,[],[],16018616,248029,141400,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:00,54896,,83215.0
94.64166666666662,2026-02-05T10:15:00,2026-02-05T17:05:00,[],[],16018525,247080,141401,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:50,54896,,82067.0
138.5,2026-02-05T10:05:00,2026-02-05T20:05:00,[],[],16018526,247102,141401,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:10:00,54896,,82067.0
108.49166666666662,2026-02-05T16:00:00,2026-02-05T23:50:00,[],[],16018531,249006,141401,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:50,54896,,82067.0
78.48333333333338,2026-02-05T18:10:00,2026-02-05T23:50:00,[],[],16018753,249060,141401,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:40,54896,,82067.0
126.95833333333324,2026-02-05T11:00:00,2026-02-05T20:10:00,[],[],16018494,247099,141402,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:09:10,54896,,83223.0
123.75,2026-02-05T11:00:00,2026-02-05T19:15:00,[],[],16018527,265774,141403,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:15,54896,,82065.0
91.24999999999994,2026-02-05T16:45:00,2026-02-05T22:50:00,[],[],16018530,265630,141403,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:06:05,54896,,82065.0
105.0,2026-02-05T17:00:00,2026-02-06T00:00:00,[],[],16018754,265793,141403,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:07:00,54896,,82065.0
69.25,2026-02-05T15:00:00,2026-02-05T20:00:00,[],[],16018504,247074,141405,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:00,54896,,
83.1,2026-02-05T17:00:00,2026-02-05T23:00:00,[],[],16018756,247076,141406,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:00,54896,,82066.0
113.10833333333323,2026-02-05T16:00:00,2026-02-06T00:10:00,[],[],16019409,247117,141406,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:08:10,54896,,
150.0,2026-02-05T10:00:00,2026-02-05T20:00:00,[],[],16018579,247140,141407,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:10:00,54896,,83221.0
97.03333333333329,2026-02-05T17:00:00,2026-02-05T23:50:00,[],[],16018534,247091,141415,2026-02-05,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:06:50,54896,,83222.0
94.66666666666671,2026-02-05T17:10:00,2026-02-05T23:50:00,[],[],16018535,248110,141415,2026-02-05,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:06:40,54896,,83222.0
120.0,2026-02-05T08:00:00,2026-02-05T16:00:00,[],[],16018655,247075,141416,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,54896,,83220.0
142.0,2026-02-05T13:00:00,2026-02-05T23:00:00,[],[],16018495,247083,141417,2026-02-05,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:10:00,54896,,85100.0
112.0,2026-02-05T10:00:00,2026-02-05T17:00:00,[],[],16018729,247105,141417,2026-02-05,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:07:00,54896,,
120.0,2026-02-05T16:00:00,2026-02-06T00:00:00,[],[],16018572,247072,141418,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:00,54896,,84166.0
128.98333333333343,2026-02-05T10:00:00,2026-02-05T19:05:00,[],[],16018755,247137,141829,2026-02-05,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:09:05,54896,,84389.0
144.0,2026-02-05T09:00:00,2026-02-05T18:00:00,[],[],16018641,247097,142270,2026-02-05,1201,"{'rate': 16.0, 'type': 'Hourly'}",0:09:00,54896,,
0.0,2026-02-05T13:00:00,2026-02-05T22:00:00,[],[],16018674,247003,141397,2026-02-05,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:09:00,54895,,
0.0,2026-02-05T16:00:00,2026-02-06T00:00:00,[],[],16018675,263444,141398,2026-02-05,1201,"{'rate': 0.0, 'type': 'Hourly'}",0:08:00,54895,,
105.02916666666663,2026-02-05T16:00:00,2026-02-05T23:35:00,[],[],16018710,265358,141401,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:07:35,54895,,
79.40666666666662,2026-02-05T11:30:00,2026-02-05T17:14:00,[],[],16019330,264570,141401,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:05:44,54895,,
94.64166666666662,2026-02-05T17:00:00,2026-02-05T23:50:00,[],[],16018943,265595,141402,2026-02-05,1201,"{'rate': 13.85, 'type': 'Hourly'}",0:06:50,54895,,
142.5,2026-02-05T14:00:00,2026-02-05T23:30:00,[],[],16018686,263405,141403,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:09:30,54895,,
127.5,2026-02-05T11:00:00,2026-02-05T19:30:00,[],[],16018668,265746,141418,2026-02-05,1201,"{'rate': 15.0, 'type': 'Hourly'}",0:08:30,54895,,
156.2,2026-02-05T13:00:00,2026-02-06T00:00:00,[],[],16018705,247068,141569,2026-02-05,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:11:00,54895,,
108.86666666666672,2026-02-05T16:00:00,2026-02-05T23:40:00,[],[],16018706,265592,142259,2026-02-05,1201,"{'rate': 14.2, 'type': 'Hourly'}",0:07:40,54895,,
